id,education,marital_status,income,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,response,age,totalchildren,totalspend
8414,phd,single,33419,8/17/2013,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,63,1,86
819,graduation,widow,63285,11/5/2013,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,80,0,1103
4961,master,together,21255,1/21/2014,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,51,1,61
749,graduation,together,42162,11/19/2013,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,44,1,145
5430,graduation,together,54450,9/14/2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,69,2,684
7755,phd,married,57744,11/12/2013,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,71,1,411
10525,graduation,single,26576,10/13/2012,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,39,1,27
1453,phd,widow,57513,7/6/2013,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,82,0,1060
8310,graduation,together,68142,8/29/2012,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,61,1,1459
10710,graduation,married,7500,8/29/2012,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,46,1,18
5031,graduation,together,83145,9/22/2012,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,51,0,1833
2613,master,married,54197,4/3/2014,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,65,1,237
213,phd,single,23091,5/28/2014,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,62,2,48
967,graduation,married,46049,7/21/2013,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,49,2,515
1077,graduation,together,56715,12/5/2012,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,51,0,1020
7959,graduation,married,79410,5/29/2014,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,64,0,1370
640,graduation,married,57304,3/11/2013,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,74,1,1026
4252,graduation,married,44375,3/23/2014,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,60,1,301
8432,graduation,together,54450,9/14/2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,69,2,684
6218,graduation,married,59594,10/20/2012,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,60,1,499
6905,graduation,together,80685,8/22/2012,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,31,0,1004
5922,phd,married,40344,10/13/2013,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,51,1,218
3598,graduation,married,62710,5/23/2013,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,53,1,606
6116,2n cycle,married,48985,7/5/2013,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,57,1,75
6263,graduation,together,35322,8/22/2012,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,57,3,106
10486,graduation,married,77142,5/29/2013,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,77,0,990
2410,graduation,single,81657,1/22/2014,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,56,0,1097
193,basic,married,14421,2/17/2014,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,29,0,16
3363,2n cycle,married,20130,3/17/2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,51,0,34
8278,phd,married,74214,8/26/2012,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,35,0,1711
10660,master,married,66726,1/12/2014,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,68,2,438
8686,basic,together,23724,1/8/2013,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,46,1,75
1604,master,married,47353,11/13/2013,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,65,1,225
5907,master,married,33444,11/3/2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,73,2,18
10669,graduation,married,54386,5/17/2013,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,44,1,470
2918,graduation,divorced,28510,4/13/2013,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,44,2,91
5735,master,single,90638,2/13/2014,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,34,0,2525
359,graduation,together,48070,1/13/2013,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,75,1,504
8387,graduation,married,43140,1/5/2013,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,68,1,235
1829,phd,divorced,54959,1/19/2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,64,1,1232
3839,basic,single,15056,5/3/2013,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,67,2,88
9392,graduation,single,26954,5/8/2014,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,54,1,17
2292,graduation,single,22327,8/2/2013,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,40,1,24
10466,graduation,married,44393,8/22/2013,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,2,60
9855,phd,single,62000,8/25/2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,73,1,1020
4088,phd,together,31497,12/6/2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,63,1,155
5231,2n cycle,married,45894,2/27/2014,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,2,51
590,master,divorced,78579,12/22/2012,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,55,0,1812
8732,master,widow,67369,11/17/2012,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,56,1,1461
2315,graduation,divorced,58401,4/20/2014,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,65,1,96
3515,graduation,single,62307,2/17/2014,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,73,1,160
2245,master,married,43641,4/22/2013,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,56,2,139
6283,master,divorced,63841,4/21/2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,1,908
2246,2n cycle,married,46891,9/1/2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,1,183
6606,master,married,70091,3/31/2013,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,56,1,1161
5545,phd,married,78075,4/5/2014,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,53,0,988
7342,2n cycle,widow,59184,9/9/2012,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,64,1,1072
837,graduation,married,54809,9/11/2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,48,2,174
9500,graduation,married,58113,1/25/2013,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,66,1,758
3602,master,married,51412,12/31/2013,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,67,1,195
234,graduation,divorced,15287,10/10/2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,1,31
2995,master,together,66636,8/17/2013,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,68,0,1084
1118,master,married,50965,2/20/2013,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,69,1,685
7789,phd,married,84618,11/22/2013,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,60,0,1672
3068,graduation,married,18351,10/29/2013,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,35,0,43
8955,phd,together,40451,2/16/2014,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,68,2,49
945,graduation,together,36317,5/22/2013,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,60,1,133
5644,graduation,together,42213,10/12/2013,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,68,1,363
7192,graduation,together,65748,4/15/2013,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,70,1,545
2324,graduation,together,77044,10/27/2013,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,53,1,1065
697,graduation,together,74918,3/12/2013,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,56,0,2047
3439,graduation,married,56721,10/31/2012,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,53,2,296
1506,graduation,single,42160,6/28/2013,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,50,2,140
232,graduation,single,61559,7/17/2013,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,60,1,530
8876,phd,together,33629,8/8/2012,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,62,2,152
4500,phd,together,68682,10/6/2013,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,34,0,1598
9739,graduation,single,34377,1/19/2013,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,62,1,114
10395,basic,single,8940,8/22/2012,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,39,1,101
1176,graduation,married,26228,9/22/2013,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,52,1,25
1627,2n cycle,divorced,77297,1/26/2013,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,68,0,789
938,graduation,married,40211,7/30/2013,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,44,2,87
2740,phd,widow,33438,9/22/2013,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,67,2,90
257,phd,married,75032,4/28/2013,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,66,1,1215
4058,phd,single,61284,10/12/2013,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,70,0,811
7736,graduation,married,22518,10/22/2012,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,39,1,61
8210,master,married,54730,8/15/2013,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,50,1,405
833,master,married,38452,3/30/2014,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,70,2,72
6230,graduation,divorced,44421,2/15/2013,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,54,2,189
7325,phd,together,38197,6/29/2013,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,39,1,40
1307,graduation,divorced,41986,2/9/2014,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,47,1,63
1502,graduation,together,28427,3/21/2013,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,42,1,52
6211,phd,together,37395,5/2/2014,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,49,1,39
843,graduation,married,64722,5/26/2014,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,54,1,805
4174,master,together,55249,4/17/2014,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,69,1,130
9757,graduation,together,84906,10/4/2013,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,53,0,1631
6918,graduation,married,28691,7/4/2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,36,1,34
286,graduation,single,44213,11/29/2013,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,73,2,152
11086,basic,single,25707,1/18/2014,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,41,1,21
1921,phd,married,59062,10/3/2013,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,58,3,71
4138,graduation,single,76624,5/24/2014,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,63,1,899
7718,master,together,66000,4/20/2014,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,78,0,711
1291,phd,together,27683,8/4/2012,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,47,1,351
6862,graduation,divorced,1730,5/18/2014,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,54,0,8
4136,basic,single,7500,12/3/2012,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,33,1,119
803,graduation,together,40521,4/5/2013,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,57,2,21
4298,phd,together,20427,3/24/2014,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,52,1,10
10833,graduation,married,65106,5/24/2014,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,50,1,973
9606,phd,married,69969,8/27/2013,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,60,0,1536
8534,graduation,married,67433,7/16/2013,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,73,2,992
5153,phd,married,77766,2/22/2013,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,58,1,1529
961,graduation,married,74716,9/12/2013,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,53,1,860
5011,graduation,divorced,68118,10/18/2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,62,1,928
6653,phd,married,55158,7/30/2012,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,55,2,418
9094,2n cycle,married,62972,8/3/2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,70,1,587
810,graduation,married,74190,5/12/2014,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,50,1,641
5493,graduation,married,39356,3/19/2014,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,49,2,23
2147,graduation,together,76653,8/16/2013,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,56,0,2279
5107,phd,divorced,35860,5/19/2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,52,2,49
3979,phd,divorced,90687,5/22/2013,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,42,0,1779
6049,master,together,73450,12/5/2013,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,43,0,1804
8147,graduation,married,31454,7/6/2013,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,65,2,48
1857,graduation,single,47139,3/6/2014,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,73,2,83
3910,graduation,divorced,83829,10/8/2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,50,0,1862
5207,phd,married,53378,9/24/2012,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,62,2,793
11114,graduation,together,19656,2/8/2013,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,55,1,84
5429,phd,married,45579,8/20/2013,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,77,1,183
9400,2n cycle,single,85485,6/21/2014,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,67,0,1383
1740,graduation,married,55956,4/7/2014,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,81,0,999
7488,master,single,64191,1/22/2013,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,62,1,825
195,graduation,single,38808,8/26/2012,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,53,1,246
635,master,married,57183,3/19/2013,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,59,2,610
7527,master,divorced,23748,11/21/2012,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,57,1,76
10319,graduation,married,66303,2/26/2013,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,54,1,1286
2296,master,married,37368,12/16/2013,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,50,1,30
10637,graduation,married,40800,1/1/2013,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,61,3,99
2931,graduation,divorced,71847,9/21/2012,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,47,0,1192
907,graduation,married,46149,11/29/2013,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,50,1,362
3698,graduation,together,78687,8/9/2012,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,42,0,2130
9516,2n cycle,divorced,49118,8/18/2012,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,54,0,1229
679,phd,married,37633,9/20/2012,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,68,2,38
7384,master,together,39767,7/21/2013,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,74,0,485
5043,basic,married,26997,11/5/2012,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,74,0,434
5267,graduation,divorced,33986,3/14/2013,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,55,1,44
339,phd,married,57091,11/23/2012,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,53,1,496
2516,2n cycle,married,46831,6/8/2013,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,56,2,78
9010,master,married,83151,2/10/2013,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,53,0,2346
378,graduation,married,52531,12/30/2012,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,54,0,794
4808,graduation,married,15759,9/5/2013,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,69,0,17
5068,graduation,single,22804,7/31/2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,54,1,26
7628,2n cycle,married,43050,3/18/2014,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,52,1,76
7128,phd,single,42997,12/7/2013,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,48,2,15
2811,phd,single,48918,4/12/2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,2,62
3551,master,together,60033,3/29/2014,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,71,1,198
1663,phd,together,34043,10/25/2013,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,47,1,49
5543,graduation,together,57811,6/24/2013,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,59,1,802
1577,graduation,married,78569,2/19/2014,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,79,0,1736
10641,graduation,single,7500,12/27/2012,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,47,2,57
5336,master,together,157733,6/4/2013,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,54,1,59
6024,graduation,together,94384,3/4/2013,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,72,0,2302
1878,2n cycle,married,23148,2/18/2014,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,40,0,37
3099,graduation,divorced,44267,2/25/2013,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,55,2,310
6055,graduation,married,71626,11/1/2012,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,46,0,1305
5841,graduation,together,60894,6/28/2013,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,59,1,832
3972,graduation,together,50200,4/3/2013,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,49,2,401
4394,phd,married,81051,5/23/2014,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,60,0,1501
5758,graduation,married,65169,1/14/2014,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,43,0,1189
6658,graduation,together,59868,7/22/2013,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,53,1,1194
4603,phd,married,65695,1/31/2014,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,65,1,656
8427,master,single,64857,11/23/2012,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,69,0,1540
10260,master,together,45143,8/26/2013,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,60,1,311
7143,2n cycle,together,74805,11/6/2013,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,70,1,820
8789,2n cycle,married,59060,1/11/2014,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,36,1,274
6197,phd,single,27238,4/20/2013,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,63,2,57
4554,graduation,together,47009,10/1/2013,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,60,1,448
4937,2n cycle,married,46094,6/10/2014,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,52,2,44
1920,graduation,married,40321,7/29/2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,53,2,102
8749,graduation,together,37235,2/1/2014,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,41,1,61
1650,master,married,81843,4/22/2013,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,65,0,1643
10377,master,together,46692,6/6/2013,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,67,1,397
9206,graduation,together,77382,1/7/2014,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,57,1,1121
10971,graduation,single,37774,9/3/2012,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,48,2,473
6398,basic,married,18393,3/29/2014,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,51,1,50
9212,master,married,72828,2/14/2013,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,63,1,1678
7937,graduation,married,24711,4/18/2014,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,43,0,58
839,phd,married,45503,9/25/2013,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,50,1,170
4246,master,single,6560,12/12/2013,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,43,0,373
158,phd,together,71604,11/17/2013,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,80,0,1196
4832,graduation,married,27244,3/7/2014,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,46,1,101
5621,graduation,married,48752,12/12/2012,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,56,2,316
1945,graduation,married,71434,9/18/2013,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,63,1,1400
5147,graduation,single,90842,7/29/2013,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,77,0,1424
2535,master,married,88097,8/18/2012,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,47,1,844
11039,graduation,married,51948,9/17/2013,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,50,1,311
9495,graduation,together,71853,5/8/2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,43,0,1149
9635,master,married,35876,4/20/2014,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,42,0,129
2173,graduation,widow,40049,10/16/2013,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,73,1,32
942,graduation,single,39660,8/8/2012,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,43,1,299
9386,graduation,together,50127,5/29/2014,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,63,1,320
5510,master,married,43263,11/21/2012,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,48,1,441
873,master,married,62845,10/1/2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,76,2,1178
2253,graduation,married,18929,2/16/2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,35,0,85
5181,basic,single,24367,3/20/2013,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,43,1,24
979,graduation,single,33249,2/20/2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,50,1,112
10390,2n cycle,married,26887,2/10/2013,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,66,1,30
4698,phd,married,50150,6/20/2013,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,42,0,410
7793,graduation,together,62061,8/31/2013,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,49,1,800
1745,phd,divorced,85696,5/3/2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,63,0,1313
10590,phd,together,76542,3/30/2013,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,69,0,1483
5080,graduation,single,70515,10/21/2013,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,32,0,1258
8369,graduation,together,18227,11/8/2012,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,38,1,28
5232,graduation,married,69139,1/27/2014,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,60,1,227
2407,graduation,married,69109,11/9/2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,43,0,1555
3834,graduation,single,69627,3/17/2013,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,63,1,861
7912,graduation,married,38136,4/22/2013,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,47,1,103
7712,phd,single,62159,4/28/2014,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,79,0,634
1065,graduation,single,80695,12/29/2013,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,62,0,1918
7275,master,single,33316,10/4/2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,54,2,131
1343,graduation,together,58554,9/26/2012,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,57,2,586
1384,basic,married,17256,11/23/2013,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,33,1,62
